id,invoice_id,tanggal_transaksi,customer_id,nama_pelanggan,jenis_kelamin,umur_pelanggan,product_id,quantity,jenis_pembayaran,jenis_pesanan,nama_produk,kategori_produk,jenis_produk,harga_produk,total_penjualan,tipe_pembayaran,diskon,total_pembayaran
1559,769,8/6/22,20,Desi Kusuma,F,24,24,1,CASH,Delivery,Telur,topping,topping,3000,3000,CASH,225,2775
1560,976,1/21/22,29,Doni Surya,M,33,19,2,QRIS-OTHERS,Dine-In,Kornet,topping,topping,3000,6000,QRIS,300,5700
1561,1,4/11/22,44,Mira Rosita,F,24,19,2,QRIS-OVO,Dine-In,Kornet,topping,topping,3000,6000,QRIS,300,5700
1562,1381,3/25/22,70,Mega Sari,F,22,20,1,QRIS-DANA,Delivery,Nugget,topping,topping,3000,3000,QRIS,150,2850
1563,1343,3/13/22,13,Wahyu Putra,M,34,19,2,QRIS-GOPAY,Delivery,Kornet,topping,topping,3000,6000,QRIS,300,5700
1564,1289,6/11/22,80,Niken Kusuma,F,24,22,2,QRIS-DANA,Dine-In,Sambal Matah,topping,topping,3000,6000,QRIS,300,5700
1565,949,3/30/22,76,Ria Indriani,F,32,22,2,CASH,Delivery,Sambal Matah,topping,topping,3000,6000,CASH,450,5550
1566,850,2/22/22,37,Irwan Susanto,M,29,20,1,QRIS-OVO,Delivery,Nugget,topping,topping,3000,3000,QRIS,150,2850
1567,1202,5/22/22,56,Devi Indriani,F,32,22,2,QRIS-GOPAY,Dine-In,Sambal Matah,topping,topping,3000,6000,QRIS,300,5700
1568,1044,1/5/22,60,Intan Kusuma,F,24,23,2,QRIS-GOPAY,Dine-In,Sosis,topping,topping,3000,6000,QRIS,300,5700
1569,566,1/14/22,97,Imam Susanto,M,29,19,1,QRIS-OTHERS,Dine-In,Kornet,topping,topping,3000,3000,QRIS,150,2850
1570,1240,7/4/22,45,Arif Setiawan,M,35,23,1,QRIS-GOPAY,Delivery,Sosis,topping,topping,3000,3000,QRIS,150,2850
1571,342,1/28/22,96,Lala Indriani,F,32,24,2,QRIS-OTHERS,Dine-In,Telur,topping,topping,3000,6000,QRIS,300,5700
1572,1056,5/8/22,4,Fitri Ayu,F,24,20,1,QRIS-GOPAY,Dine-In,Nugget,topping,topping,3000,3000,QRIS,150,2850
1573,1399,8/12/22,16,Susi Indriani,F,32,23,2,QRIS-SHOPEEPAY,Delivery,Sosis,topping,topping,3000,6000,QRIS,300,5700
1574,837,4/11/22,9,Iwan Surya,M,33,20,1,QRIS-OVO,Delivery,Nugget,topping,topping,3000,3000,QRIS,150,2850
1575,1236,3/11/22,54,Maya Kurnia,F,26,23,1,QRIS-DANA,Dine-In,Sosis,topping,topping,3000,3000,QRIS,150,2850
1576,1138,3/22/22,56,Devi Indriani,F,32,20,2,QRIS-OVO,Delivery,Nugget,topping,topping,3000,6000,QRIS,300,5700
1577,1324,1/15/22,64,Ina Rosita,F,24,22,2,CASH,Dine-In,Sambal Matah,topping,topping,3000,6000,CASH,450,5550
1578,490,7/4/22,55,Dhani Hartanto,M,37,22,1,QRIS-SHOPEEPAY,Dine-In,Sambal Matah,topping,topping,3000,3000,QRIS,150,2850
1579,217,8/4/22,30,Vita Sari,F,22,20,2,QRIS-GOPAY,Delivery,Nugget,topping,topping,3000,6000,QRIS,300,5700
1580,14,7/15/22,58,Shinta Aulia,F,23,22,2,QRIS-GOPAY,Delivery,Sambal Matah,topping,topping,3000,6000,QRIS,300,5700
1581,878,3/14/22,77,Yoga Susanto,M,29,20,2,QRIS-OTHERS,Dine-In,Nugget,topping,topping,3000,6000,QRIS,300,5700
1582,1430,2/7/22,76,Ria Indriani,F,32,22,2,QRIS-OVO,Delivery,Sambal Matah,topping,topping,3000,6000,QRIS,300,5700
1583,847,8/22/22,69,Rizki Surya,M,33,22,2,QRIS-OVO,Delivery,Sambal Matah,topping,topping,3000,6000,QRIS,300,5700
1584,828,4/14/22,54,Maya Kurnia,F,26,19,1,QRIS-GOPAY,Dine-In,Kornet,topping,topping,3000,3000,QRIS,150,2850
1585,774,6/7/22,3,Daniel Santoso,M,31,20,2,QRIS-OTHERS,Delivery,Nugget,topping,topping,3000,6000,QRIS,300,5700
1586,1285,8/30/22,87,Ismail Prabowo,M,42,22,1,QRIS-SHOPEEPAY,Dine-In,Sambal Matah,topping,topping,3000,3000,QRIS,150,2850
1587,194,1/29/22,96,Lala Indriani,F,32,22,2,CASH,Dine-In,Sambal Matah,topping,topping,3000,6000,CASH,450,5550
1588,342,1/28/22,96,Lala Indriani,F,32,24,1,QRIS-OTHERS,Dine-In,Telur,topping,topping,3000,3000,QRIS,150,2850
1589,1409,6/9/22,36,Novi Indriani,F,32,20,1,CASH,Dine-In,Nugget,topping,topping,3000,3000,CASH,225,2775
1590,533,8/28/22,79,Fahri Pratama,M,41,22,2,QRIS-GOPAY,Delivery,Sambal Matah,topping,topping,3000,6000,QRIS,300,5700
1591,17,4/13/22,73,Dwi Putra,M,34,22,1,QRIS-GOPAY,Dine-In,Sambal Matah,topping,topping,3000,3000,QRIS,150,2850
1592,391,8/20/22,36,Novi Indriani,F,32,19,2,CASH,Dine-In,Kornet,topping,topping,3000,6000,CASH,450,5550
1593,494,8/1/22,69,Rizki Surya,M,33,20,2,QRIS-GOPAY,Delivery,Nugget,topping,topping,3000,6000,QRIS,300,5700
1594,737,3/27/22,12,Yanti Wulandari,F,30,23,2,QRIS-OVO,Dine-In,Sosis,topping,topping,3000,6000,QRIS,300,5700
1595,1417,8/4/22,70,Mega Sari,F,22,24,2,CASH,Delivery,Telur,topping,topping,3000,6000,CASH,450,5550
1596,208,7/18/22,32,Dewi Wulandari,F,30,20,1,QRIS-SHOPEEPAY,Dine-In,Nugget,topping,topping,3000,3000,QRIS,150,2850
1597,1187,6/18/22,97,Imam Susanto,M,29,20,1,QRIS-DANA,Delivery,Nugget,topping,topping,3000,3000,QRIS,150,2850
1598,662,1/25/22,12,Yanti Wulandari,F,30,23,1,QRIS-SHOPEEPAY,Dine-In,Sosis,topping,topping,3000,3000,QRIS,150,2850
1599,656,4/2/22,94,Ayu Kurnia,F,26,23,1,QRIS-SHOPEEPAY,Dine-In,Sosis,topping,topping,3000,3000,QRIS,150,2850
1600,78,7/28/22,34,Indah Kurnia,F,26,19,1,QRIS-OVO,Delivery,Kornet,topping,topping,3000,3000,QRIS,150,2850
1601,1380,7/7/22,95,Aldi Hartanto,M,37,19,1,QRIS-SHOPEEPAY,Dine-In,Kornet,topping,topping,3000,3000,QRIS,150,2850
1602,200,7/15/22,58,Shinta Aulia,F,23,20,1,QRIS-GOPAY,Dine-In,Nugget,topping,topping,3000,3000,QRIS,150,2850
1603,1013,7/15/22,89,Feri Surya,M,33,23,2,QRIS-SHOPEEPAY,Delivery,Sosis,topping,topping,3000,6000,QRIS,300,5700
1604,723,2/5/22,20,Desi Kusuma,F,24,23,1,QRIS-SHOPEEPAY,Delivery,Sosis,topping,topping,3000,3000,QRIS,150,2850
1605,116,5/2/22,22,Erni Rahmawati,F,31,19,1,CASH,Dine-In,Kornet,topping,topping,3000,3000,CASH,225,2775
1606,1406,1/16/22,22,Erni Rahmawati,F,31,24,1,QRIS-OTHERS,Dine-In,Telur,topping,topping,3000,3000,QRIS,150,2850
1607,831,4/13/22,93,Heru Putra,M,34,22,2,QRIS-SHOPEEPAY,Delivery,Sambal Matah,topping,topping,3000,6000,QRIS,300,5700
1608,125,8/12/22,53,Arief Putra,M,34,24,1,CASH,Delivery,Telur,topping,topping,3000,3000,CASH,225,2775
1609,1151,5/10/22,92,Lia Wulandari,F,30,19,2,QRIS-DANA,Delivery,Kornet,topping,topping,3000,6000,QRIS,300,5700
1610,1088,3/1/22,88,Mega Lestari,F,27,20,1,QRIS-SHOPEEPAY,Dine-In,Nugget,topping,topping,3000,3000,QRIS,150,2850
1611,268,6/6/22,99,Bambang Pratama,M,41,22,2,QRIS-SHOPEEPAY,Dine-In,Sambal Matah,topping,topping,3000,6000,QRIS,300,5700
1612,307,6/13/22,82,Tika Rahmawati,F,31,20,1,QRIS-GOPAY,Delivery,Nugget,topping,topping,3000,3000,QRIS,150,2850
1613,176,2/2/22,87,Ismail Prabowo,M,42,23,1,QRIS-OVO,Delivery,Sosis,topping,topping,3000,3000,QRIS,150,2850
1614,1476,4/1/22,70,Mega Sari,F,22,19,2,QRIS-DANA,Dine-In,Kornet,topping,topping,3000,6000,QRIS,300,5700
1615,222,4/6/22,18,Lusi Aulia,F,23,24,1,QRIS-OTHERS,Dine-In,Telur,topping,topping,3000,3000,QRIS,150,2850
1616,367,5/29/22,48,Wulan Lestari,F,27,24,2,QRIS-GOPAY,Delivery,Telur,topping,topping,3000,6000,QRIS,300,5700
1617,434,5/24/22,4,Fitri Ayu,F,24,23,1,QRIS-OTHERS,Dine-In,Sosis,topping,topping,3000,3000,QRIS,150,2850
1618,713,7/17/22,45,Arif Setiawan,M,35,22,2,CASH,Dine-In,Sambal Matah,topping,topping,3000,6000,CASH,450,5550
1619,130,1/27/22,48,Wulan Lestari,F,27,19,1,CASH,Dine-In,Kornet,topping,topping,3000,3000,CASH,225,2775
1620,429,1/25/22,13,Wahyu Putra,M,34,24,2,QRIS-GOPAY,Dine-In,Telur,topping,topping,3000,6000,QRIS,300,5700
1621,406,3/6/22,97,Imam Susanto,M,29,19,1,QRIS-GOPAY,Delivery,Kornet,topping,topping,3000,3000,QRIS,150,2850
1622,490,7/4/22,55,Dhani Hartanto,M,37,19,1,QRIS-SHOPEEPAY,Dine-In,Kornet,topping,topping,3000,3000,QRIS,150,2850
1623,1388,8/11/22,94,Ayu Kurnia,F,26,20,2,QRIS-DANA,Delivery,Nugget,topping,topping,3000,6000,QRIS,300,5700
1624,274,1/6/22,21,Guntur Wijaya,M,28,20,2,QRIS-DANA,Dine-In,Nugget,topping,topping,3000,6000,QRIS,300,5700
1625,86,3/27/22,16,Susi Indriani,F,32,23,2,QRIS-GOPAY,Delivery,Sosis,topping,topping,3000,6000,QRIS,300,5700
1626,960,8/18/22,8,Diah Lestari,F,27,20,2,QRIS-OVO,Dine-In,Nugget,topping,topping,3000,6000,QRIS,300,5700
1627,1422,7/29/22,25,Fajar Setiawan,M,35,24,2,QRIS-GOPAY,Delivery,Telur,topping,topping,3000,6000,QRIS,300,5700
1628,1340,8/4/22,45,Arif Setiawan,M,35,22,1,QRIS-OTHERS,Delivery,Sambal Matah,topping,topping,3000,3000,QRIS,150,2850
1629,237,6/13/22,60,Intan Kusuma,F,24,19,1,QRIS-OTHERS,Delivery,Kornet,topping,topping,3000,3000,QRIS,150,2850
1630,1042,4/17/22,100,Ika Kusuma,F,24,19,2,QRIS-OVO,Dine-In,Kornet,topping,topping,3000,6000,QRIS,300,5700
1631,1316,4/27/22,97,Imam Susanto,M,29,19,2,QRIS-OTHERS,Delivery,Kornet,topping,topping,3000,6000,QRIS,300,5700
1632,385,7/1/22,18,Lusi Aulia,F,23,19,2,CASH,Delivery,Kornet,topping,topping,3000,6000,CASH,450,5550
1633,359,1/10/22,26,Ani Susanti,F,29,19,1,QRIS-DANA,Dine-In,Kornet,topping,topping,3000,3000,QRIS,150,2850
1634,23,6/20/22,66,Dewi Susanti,F,29,19,1,QRIS-OTHERS,Delivery,Kornet,topping,topping,3000,3000,QRIS,150,2850
1635,1052,7/10/22,67,Prima Prabowo,M,42,19,1,QRIS-OVO,Dine-In,Kornet,topping,topping,3000,3000,QRIS,150,2850
1636,1319,7/14/22,82,Tika Rahmawati,F,31,20,2,QRIS-OVO,Dine-In,Nugget,topping,topping,3000,6000,QRIS,300,5700
1637,331,2/20/22,68,Putri Lestari,F,27,20,1,QRIS-DANA,Dine-In,Nugget,topping,topping,3000,3000,QRIS,150,2850
1638,736,4/8/22,96,Lala Indriani,F,32,23,2,CASH,Delivery,Sosis,topping,topping,3000,6000,CASH,450,5550
1639,490,7/4/22,55,Dhani Hartanto,M,37,22,1,QRIS-SHOPEEPAY,Dine-In,Sambal Matah,topping,topping,3000,3000,QRIS,150,2850
1640,1143,1/2/22,78,Sinta Aulia,F,23,23,1,QRIS-DANA,Delivery,Sosis,topping,topping,3000,3000,QRIS,150,2850
1641,578,1/4/22,71,Syahrul Nugroho,M,38,20,1,QRIS-OTHERS,Dine-In,Nugget,topping,topping,3000,3000,QRIS,150,2850
1642,179,8/17/22,35,Rizky Hartanto,M,37,24,1,QRIS-GOPAY,Delivery,Telur,topping,topping,3000,3000,QRIS,150,2850
1643,365,5/12/22,7,Harry Prabowo,M,42,22,2,QRIS-OTHERS,Delivery,Sambal Matah,topping,topping,3000,6000,QRIS,300,5700
1644,1304,3/2/22,83,Bayu Santoso,M,33,23,2,QRIS-OVO,Delivery,Sosis,topping,topping,3000,6000,QRIS,300,5700
1645,404,2/7/22,6,Rini Susanti,F,29,23,2,QRIS-OTHERS,Delivery,Sosis,topping,topping,3000,6000,QRIS,300,5700
1646,5,4/29/22,87,Ismail Prabowo,M,42,19,1,QRIS-OVO,Dine-In,Kornet,topping,topping,3000,3000,QRIS,150,2850
1647,766,6/14/22,69,Rizki Surya,M,33,20,1,QRIS-SHOPEEPAY,Delivery,Nugget,topping,topping,3000,3000,QRIS,150,2850
1648,193,3/21/22,4,Fitri Ayu,F,24,22,2,QRIS-SHOPEEPAY,Delivery,Sambal Matah,topping,topping,3000,6000,QRIS,300,5700
1649,151,3/20/22,90,Tini Sari,F,22,20,1,QRIS-OTHERS,Dine-In,Nugget,topping,topping,3000,3000,QRIS,150,2850
1650,719,2/15/22,25,Fajar Setiawan,M,35,20,2,QRIS-GOPAY,Delivery,Nugget,topping,topping,3000,6000,QRIS,300,5700
1651,70,6/14/22,14,Rika Kurnia,F,26,19,1,QRIS-GOPAY,Delivery,Kornet,topping,topping,3000,3000,QRIS,150,2850
1652,296,3/6/22,13,Wahyu Putra,M,34,19,2,QRIS-DANA,Delivery,Kornet,topping,topping,3000,6000,QRIS,300,5700
1653,1428,1/22/22,53,Arief Putra,M,34,23,1,QRIS-OVO,Dine-In,Sosis,topping,topping,3000,3000,QRIS,150,2850
1654,1377,4/22/22,60,Intan Kusuma,F,24,19,1,QRIS-OTHERS,Delivery,Kornet,topping,topping,3000,3000,QRIS,150,2850
1655,1491,8/3/22,99,Bambang Pratama,M,41,24,2,QRIS-OTHERS,Dine-In,Telur,topping,topping,3000,6000,QRIS,300,5700
1656,962,7/17/22,81,Ricky Wijaya,M,28,24,2,QRIS-DANA,Delivery,Telur,topping,topping,3000,6000,QRIS,300,5700
1657,913,3/26/22,25,Fajar Setiawan,M,35,20,1,QRIS-OVO,Dine-In,Nugget,topping,topping,3000,3000,QRIS,150,2850
1658,383,5/22/22,5,Agus Setiawan,M,35,20,2,QRIS-OTHERS,Dine-In,Nugget,topping,topping,3000,6000,QRIS,300,5700
1659,1396,4/25/22,90,Tini Sari,F,22,19,1,QRIS-SHOPEEPAY,Dine-In,Kornet,topping,topping,3000,3000,QRIS,150,2850
1660,172,3/3/22,57,Feri Susanto,M,29,23,2,QRIS-OVO,Dine-In,Sosis,topping,topping,3000,6000,QRIS,300,5700
1661,180,6/26/22,18,Lusi Aulia,F,23,24,2,QRIS-DANA,Delivery,Telur,topping,topping,3000,6000,QRIS,300,5700
1662,190,3/31/22,97,Imam Susanto,M,29,24,2,QRIS-OTHERS,Dine-In,Telur,topping,topping,3000,6000,QRIS,300,5700
1663,1061,2/10/22,47,Hendra Prabowo,M,42,24,2,QRIS-OVO,Dine-In,Telur,topping,topping,3000,6000,QRIS,300,5700
1664,894,4/12/22,9,Iwan Surya,M,33,19,2,CASH,Delivery,Kornet,topping,topping,3000,6000,CASH,450,5550
1665,1078,4/21/22,47,Hendra Prabowo,M,42,19,2,QRIS-OTHERS,Dine-In,Kornet,topping,topping,3000,6000,QRIS,300,5700
1666,939,3/30/22,64,Ina Rosita,F,24,23,1,QRIS-OTHERS,Dine-In,Sosis,topping,topping,3000,3000,QRIS,150,2850
1667,490,7/4/22,55,Dhani Hartanto,M,37,22,2,QRIS-SHOPEEPAY,Dine-In,Sambal Matah,topping,topping,3000,6000,QRIS,300,5700
1668,215,2/25/22,15,Roni Hartanto,M,37,20,1,QRIS-SHOPEEPAY,Delivery,Nugget,topping,topping,3000,3000,QRIS,150,2850
1669,713,7/17/22,45,Arif Setiawan,M,35,24,2,CASH,Dine-In,Telur,topping,topping,3000,6000,CASH,450,5550
1670,1009,3/6/22,97,Imam Susanto,M,29,24,1,QRIS-OVO,Dine-In,Telur,topping,topping,3000,3000,QRIS,150,2850
1671,819,3/3/22,64,Ina Rosita,F,24,22,1,QRIS-OVO,Delivery,Sambal Matah,topping,topping,3000,3000,QRIS,150,2850
1672,439,8/19/22,39,Ilham Pratama,M,41,20,1,QRIS-OVO,Delivery,Nugget,topping,topping,3000,3000,QRIS,150,2850
1673,1156,5/19/22,65,Edi Setiawan,M,35,23,2,CASH,Dine-In,Sosis,topping,topping,3000,6000,CASH,450,5550
1674,367,5/29/22,48,Wulan Lestari,F,27,22,2,QRIS-GOPAY,Delivery,Sambal Matah,topping,topping,3000,6000,QRIS,300,5700
1675,686,5/18/22,9,Iwan Surya,M,33,19,2,QRIS-GOPAY,Dine-In,Kornet,topping,topping,3000,6000,QRIS,300,5700
1676,310,3/25/22,61,Reza Wijaya,M,28,24,1,QRIS-SHOPEEPAY,Dine-In,Telur,topping,topping,3000,3000,QRIS,150,2850
1677,837,4/11/22,9,Iwan Surya,M,33,23,1,QRIS-OVO,Delivery,Sosis,topping,topping,3000,3000,QRIS,150,2850
1678,849,7/29/22,95,Aldi Hartanto,M,37,24,1,QRIS-DANA,Delivery,Telur,topping,topping,3000,3000,QRIS,150,2850
1679,542,8/5/22,10,Tia Sari,F,22,20,1,QRIS-GOPAY,Delivery,Nugget,topping,topping,3000,3000,QRIS,150,2850
1680,896,1/16/22,58,Shinta Aulia,F,23,20,2,QRIS-OVO,Delivery,Nugget,topping,topping,3000,6000,QRIS,300,5700
1681,1387,6/17/22,84,Ana Rosita,F,24,19,1,QRIS-GOPAY,Delivery,Kornet,topping,topping,3000,3000,QRIS,150,2850
1682,868,6/2/22,84,Ana Rosita,F,24,22,2,QRIS-SHOPEEPAY,Delivery,Sambal Matah,topping,topping,3000,6000,QRIS,300,5700
1683,28,7/17/22,73,Dwi Putra,M,34,19,1,QRIS-GOPAY,Delivery,Kornet,topping,topping,3000,3000,QRIS,150,2850
1684,396,7/3/22,57,Feri Susanto,M,29,20,2,QRIS-OVO,Delivery,Nugget,topping,topping,3000,6000,QRIS,300,5700
1685,1004,4/1/22,86,Nining Susanti,F,29,24,1,QRIS-OTHERS,Delivery,Telur,topping,topping,3000,3000,QRIS,150,2850
1686,1403,3/8/22,90,Tini Sari,F,22,23,2,QRIS-DANA,Delivery,Sosis,topping,topping,3000,6000,QRIS,300,5700
1687,258,3/26/22,34,Indah Kurnia,F,26,22,2,QRIS-OTHERS,Dine-In,Sambal Matah,topping,topping,3000,6000,QRIS,300,5700
1688,479,5/7/22,96,Lala Indriani,F,32,24,1,QRIS-OTHERS,Delivery,Telur,topping,topping,3000,3000,QRIS,150,2850
1689,1394,2/14/22,42,Eni Rahmawati,F,31,22,1,QRIS-GOPAY,Dine-In,Sambal Matah,topping,topping,3000,3000,QRIS,150,2850
1690,172,3/3/22,57,Feri Susanto,M,29,19,1,QRIS-OVO,Dine-In,Kornet,topping,topping,3000,3000,QRIS,150,2850
1691,1217,7/4/22,48,Wulan Lestari,F,27,24,2,QRIS-OTHERS,Dine-In,Telur,topping,topping,3000,6000,QRIS,300,5700
1692,327,5/31/22,79,Fahri Pratama,M,41,20,1,QRIS-GOPAY,Delivery,Nugget,topping,topping,3000,3000,QRIS,150,2850
1693,1076,8/3/22,4,Fitri Ayu,F,24,22,2,QRIS-OVO,Delivery,Sambal Matah,topping,topping,3000,6000,QRIS,300,5700
1694,1240,7/4/22,45,Arif Setiawan,M,35,24,2,QRIS-GOPAY,Delivery,Telur,topping,topping,3000,6000,QRIS,300,5700
1695,748,7/21/22,3,Daniel Santoso,M,31,20,2,CASH,Dine-In,Nugget,topping,topping,3000,6000,CASH,450,5550
1696,910,1/29/22,38,Ria Aulia,F,23,19,2,CASH,Delivery,Kornet,topping,topping,3000,6000,CASH,450,5550
1697,633,7/25/22,10,Tia Sari,F,22,24,1,QRIS-OVO,Delivery,Telur,topping,topping,3000,3000,QRIS,150,2850
1698,695,4/21/22,13,Wahyu Putra,M,34,23,1,QRIS-OVO,Dine-In,Sosis,topping,topping,3000,3000,QRIS,150,2850
1699,940,1/3/22,17,Eko Susanto,M,29,23,1,QRIS-DANA,Dine-In,Sosis,topping,topping,3000,3000,QRIS,150,2850
1700,749,5/7/22,81,Ricky Wijaya,M,28,24,1,QRIS-SHOPEEPAY,Dine-In,Telur,topping,topping,3000,3000,QRIS,150,2850
1701,1448,8/8/22,72,Eka Wulandari,F,30,23,1,QRIS-OVO,Delivery,Sosis,topping,topping,3000,3000,QRIS,150,2850
1702,283,5/3/22,24,Mila Rosita,F,24,24,2,CASH,Delivery,Telur,topping,topping,3000,6000,CASH,450,5550
1703,725,6/13/22,40,Eka Kusuma,F,24,23,2,QRIS-GOPAY,Delivery,Sosis,topping,topping,3000,6000,QRIS,300,5700
1704,801,3/8/22,29,Doni Surya,M,33,24,1,QRIS-DANA,Dine-In,Telur,topping,topping,3000,3000,QRIS,150,2850
1705,1138,3/22/22,56,Devi Indriani,F,32,24,2,QRIS-OVO,Delivery,Telur,topping,topping,3000,6000,QRIS,300,5700
1706,357,8/14/22,4,Fitri Ayu,F,24,24,2,QRIS-DANA,Dine-In,Telur,topping,topping,3000,6000,QRIS,300,5700
1707,463,5/1/22,6,Rini Susanti,F,29,19,1,QRIS-OVO,Delivery,Kornet,topping,topping,3000,3000,QRIS,150,2850
1708,803,8/15/22,14,Rika Kurnia,F,26,19,2,QRIS-SHOPEEPAY,Dine-In,Kornet,topping,topping,3000,6000,QRIS,300,5700
1709,995,4/25/22,1,Andi Wijaya,M,25,20,1,QRIS-SHOPEEPAY,Delivery,Nugget,topping,topping,3000,3000,QRIS,150,2850
1710,875,2/2/22,41,Gilang Wijaya,M,28,22,1,QRIS-OTHERS,Delivery,Sambal Matah,topping,topping,3000,3000,QRIS,150,2850
1711,1200,1/18/22,66,Dewi Susanti,F,29,20,1,QRIS-OVO,Delivery,Nugget,topping,topping,3000,3000,QRIS,150,2850
1712,102,3/22/22,74,Mei Kurnia,F,26,22,1,QRIS-OVO,Dine-In,Sambal Matah,topping,topping,3000,3000,QRIS,150,2850
1713,756,4/25/22,40,Eka Kusuma,F,24,24,1,QRIS-GOPAY,Dine-In,Telur,topping,topping,3000,3000,QRIS,150,2850
1714,1285,8/30/22,87,Ismail Prabowo,M,42,19,1,QRIS-SHOPEEPAY,Dine-In,Kornet,topping,topping,3000,3000,QRIS,150,2850
1715,1369,6/6/22,69,Rizki Surya,M,33,22,2,QRIS-OVO,Dine-In,Sambal Matah,topping,topping,3000,6000,QRIS,300,5700
1716,525,4/24/22,56,Devi Indriani,F,32,19,2,QRIS-SHOPEEPAY,Dine-In,Kornet,topping,topping,3000,6000,QRIS,300,5700
1717,927,7/6/22,89,Feri Surya,M,33,22,1,QRIS-OTHERS,Dine-In,Sambal Matah,topping,topping,3000,3000,QRIS,150,2850
1718,1025,2/9/22,46,Rita Susanti,F,29,23,2,QRIS-DANA,Dine-In,Sosis,topping,topping,3000,6000,QRIS,300,5700
1719,771,1/27/22,43,Ahmad Santoso,M,33,23,1,QRIS-SHOPEEPAY,Dine-In,Sosis,topping,topping,3000,3000,QRIS,150,2850
1720,789,5/17/22,32,Dewi Wulandari,F,30,20,1,QRIS-OVO,Dine-In,Nugget,topping,topping,3000,3000,QRIS,150,2850
1721,293,3/3/22,79,Fahri Pratama,M,41,19,2,CASH,Delivery,Kornet,topping,topping,3000,6000,CASH,450,5550
1722,1076,8/3/22,4,Fitri Ayu,F,24,23,2,QRIS-OVO,Delivery,Sosis,topping,topping,3000,6000,QRIS,300,5700
1723,1045,8/10/22,29,Doni Surya,M,33,23,2,CASH,Dine-In,Sosis,topping,topping,3000,6000,CASH,450,5550
1724,1044,1/5/22,60,Intan Kusuma,F,24,20,1,QRIS-GOPAY,Dine-In,Nugget,topping,topping,3000,3000,QRIS,150,2850
1725,382,5/5/22,56,Devi Indriani,F,32,20,1,QRIS-OTHERS,Dine-In,Nugget,topping,topping,3000,3000,QRIS,150,2850
1726,1476,4/1/22,70,Mega Sari,F,22,24,2,QRIS-DANA,Dine-In,Telur,topping,topping,3000,6000,QRIS,300,5700
1727,317,2/4/22,22,Erni Rahmawati,F,31,24,2,QRIS-DANA,Dine-In,Telur,topping,topping,3000,6000,QRIS,300,5700
1728,1349,1/28/22,91,Andri Nugroho,M,38,20,1,QRIS-SHOPEEPAY,Delivery,Nugget,topping,topping,3000,3000,QRIS,150,2850
1729,634,5/26/22,31,Wawan Nugroho,M,38,24,2,QRIS-GOPAY,Delivery,Telur,topping,topping,3000,6000,QRIS,300,5700
1730,375,4/7/22,80,Niken Kusuma,F,24,19,2,QRIS-SHOPEEPAY,Dine-In,Kornet,topping,topping,3000,6000,QRIS,300,5700
1731,5,4/29/22,87,Ismail Prabowo,M,42,22,2,QRIS-OVO,Dine-In,Sambal Matah,topping,topping,3000,6000,QRIS,300,5700
1732,514,4/3/22,74,Mei Kurnia,F,26,22,1,CASH,Delivery,Sambal Matah,topping,topping,3000,3000,CASH,225,2775
1733,707,1/2/22,19,Budi Pratama,M,41,23,2,QRIS-OVO,Delivery,Sosis,topping,topping,3000,6000,QRIS,300,5700
1734,1034,7/8/22,65,Edi Setiawan,M,35,20,2,QRIS-DANA,Delivery,Nugget,topping,topping,3000,6000,QRIS,300,5700
1735,451,6/3/22,35,Rizky Hartanto,M,37,22,2,QRIS-SHOPEEPAY,Dine-In,Sambal Matah,topping,topping,3000,6000,QRIS,300,5700
1736,742,6/22/22,30,Vita Sari,F,22,24,2,QRIS-SHOPEEPAY,Dine-In,Telur,topping,topping,3000,6000,QRIS,300,5700
1737,452,5/24/22,90,Tini Sari,F,22,24,1,QRIS-SHOPEEPAY,Dine-In,Telur,topping,topping,3000,3000,QRIS,150,2850
1738,398,4/20/22,52,Anita Wulandari,F,30,19,1,QRIS-GOPAY,Delivery,Kornet,topping,topping,3000,3000,QRIS,150,2850
1739,777,8/12/22,14,Rika Kurnia,F,26,23,2,QRIS-DANA,Delivery,Sosis,topping,topping,3000,6000,QRIS,300,5700
1740,1083,1/13/22,57,Feri Susanto,M,29,23,2,QRIS-GOPAY,Delivery,Sosis,topping,topping,3000,6000,QRIS,300,5700
1741,335,5/15/22,54,Maya Kurnia,F,26,20,2,QRIS-OVO,Dine-In,Nugget,topping,topping,3000,6000,QRIS,300,5700
1742,791,7/17/22,42,Eni Rahmawati,F,31,22,2,QRIS-OTHERS,Delivery,Sambal Matah,topping,topping,3000,6000,QRIS,300,5700
1743,1200,1/18/22,66,Dewi Susanti,F,29,19,1,QRIS-OVO,Delivery,Kornet,topping,topping,3000,3000,QRIS,150,2850
1744,722,6/7/22,85,Faiz Setiawan,M,35,19,1,QRIS-OVO,Delivery,Kornet,topping,topping,3000,3000,QRIS,150,2850
1745,287,5/29/22,93,Heru Putra,M,34,20,2,QRIS-OTHERS,Delivery,Nugget,topping,topping,3000,6000,QRIS,300,5700
1746,1417,8/4/22,70,Mega Sari,F,22,20,1,CASH,Delivery,Nugget,topping,topping,3000,3000,CASH,225,2775
1747,459,1/29/22,79,Fahri Pratama,M,41,22,2,QRIS-OTHERS,Dine-In,Sambal Matah,topping,topping,3000,6000,QRIS,300,5700
1748,221,6/19/22,14,Rika Kurnia,F,26,23,1,CASH,Delivery,Sosis,topping,topping,3000,3000,CASH,225,2775
